location,date,total_cases,total_deaths,percent_infected,percent_death_cases
United States,6/26/2022,87076944,1016325,25.74033553,1.167157405
United States,6/27/2022,87237184,1016624,25.78770319,1.165356277
United States,6/28/2022,87335072,1017200,25.81663933,1.164709637
United States,6/29/2022,87525344,1017927,25.87288458,1.163008282
United States,6/30/2022,87692776,1017651,25.92237823,1.160473013
United States,7/1/2022,87849632,1018153,25.96874557,1.158972413
United States,7/2/2022,87869968,1018198,25.97475698,1.158755401
United States,7/3/2022,87878416,1018205,25.97725425,1.158651972
United States,7/4/2022,87954696,1018284,25.99980296,1.157736933
United States,7/5/2022,88096600,1018746,26.04175042,1.156396501
United States,7/6/2022,88297336,1019514,26.10108888,1.154637327
United States,7/7/2022,88436176,1020587,26.14213061,1.154037913
United States,7/8/2022,88573904,1021118,26.18284363,1.152842941
United States,7/9/2022,88602888,1021167,26.19141143,1.152521123
United States,7/10/2022,88627424,1021198,26.19866438,1.152237032
United States,7/11/2022,88828712,1021668,26.25816601,1.150155144
United States,7/12/2022,88976944,1022234,26.30198406,1.148875151
United States,7/13/2022,89181616,1023210,26.36248602,1.147332876
United States,7/14/2022,89356776,1023584,26.4142641,1.145502385
United States,7/15/2022,89509960,1024094,26.45954598,1.144111784
United States,7/16/2022,89549152,1024147,26.47113131,1.143670238
United States,7/17/2022,89578760,1024201,26.47988357,1.143352509
United States,7/18/2022,89744032,1024642,26.52873872,1.141738316
United States,7/19/2022,89861312,1025274,26.56340721,1.140951514
United States,7/20/2022,90078064,1026176,26.62748007,1.139207432
United States,7/21/2022,90253512,1026673,26.67934329,1.137543545
United States,7/22/2022,90384904,1027254,26.71818336,1.136532711
United States,7/23/2022,90411232,1027325,26.72596603,1.13628028
United States,7/24/2022,90434480,1027356,26.73283824,1.136022455
United States,7/25/2022,90624440,1027782,26.78899127,1.134111284
United States,7/26/2022,90756648,1028332,26.82807255,1.133065205
United States,7/27/2022,90996776,1029287,26.89905547,1.13112469
United States,7/28/2022,91173824,1029689,26.95139165,1.129369105
United States,7/29/2022,91333064,1030314,26.99846371,1.128084349
United States,7/30/2022,91349080,1030345,27.00319811,1.1279205
United States,7/31/2022,91362080,1030358,27.00704097,1.127774236
United States,8/1/2022,91532248,1030932,27.05734339,1.126304688
United States,8/2/2022,91623224,1031442,27.08423631,1.125742967
United States,8/3/2022,91823936,1032538,27.14356767,1.124475867
United States,8/4/2022,92011056,1033159,27.19888119,1.122863974
United States,8/5/2022,92117072,1033876,27.23021999,1.122350046
United States,8/6/2022,92132048,1033917,27.23464696,1.12221211
United States,8/7/2022,92144656,1033948,27.23837395,1.122092203
United States,8/8/2022,92300320,1034449,27.28438892,1.120742593
United States,8/9/2022,92400128,1035094,27.31389262,1.12023005
United States,8/10/2022,92596648,1036040,27.37198481,1.118874195
United States,8/11/2022,92759360,1036596,27.42008321,1.117510944
United States,8/12/2022,92856096,1037253,27.4486788,1.117054286
United States,8/13/2022,92939760,1037299,27.47341026,1.116098212
United States,8/14/2022,92949504,1037315,27.47629063,1.115998424
United States,8/15/2022,93072648,1037785,27.51269255,1.115026834
United States,8/16/2022,93164528,1038296,27.53985269,1.114475673
United States,8/17/2022,93301552,1039405,27.5803576,1.114027557
United States,8/18/2022,93450552,1040013,27.62440267,1.112901933
United States,8/19/2022,93528184,1040604,27.64735103,1.112610077
United States,8/20/2022,93539240,1040649,27.65061924,1.112526679
United States,8/21/2022,93549024,1041437,27.65351143,1.113252662
United States,8/22/2022,93678216,1041186,27.69170117,1.111449432
United States,8/23/2022,93777560,1041803,27.7210677,1.11092995
United States,8/24/2022,93929424,1042768,27.76595938,1.110161178
United States,8/25/2022,94068952,1043383,27.80720448,1.109168305
United States,8/26/2022,94189632,1044087,27.84287803,1.108494616
United States,8/27/2022,94201392,1044125,27.84635434,1.108396572
United States,8/28/2022,94209824,1044143,27.84884688,1.108316475
United States,8/29/2022,94316040,1044625,27.8802448,1.107579368
United States,8/30/2022,94391808,1045029,27.90264216,1.107118321
United States,8/31/2022,94546336,1046555,27.94832134,1.106922853
United States,9/1/2022,94676952,1047236,27.98693201,1.106115034
United States,9/2/2022,94741632,1047716,28.00605171,1.105866532
United States,9/3/2022,94753016,1047752,28.00941687,1.105771662
United States,9/4/2022,94760440,1047766,28.01161144,1.105699805
United States,9/5/2022,94794032,1047855,28.02154138,1.105401867
United States,9/6/2022,94906728,1048461,28.05485483,1.104727791
United States,9/7/2022,95030768,1049264,28.09152161,1.104130822
United States,9/8/2022,95137888,1049952,28.12318676,1.103610793
United States,9/9/2022,95238704,1050499,28.15298842,1.1030169
United States,9/10/2022,95248816,1050537,28.15597758,1.102939694
United States,9/11/2022,95257808,1050557,28.15863565,1.102856576
United States,9/12/2022,95327328,1051018,28.17918608,1.102535886
United States,9/13/2022,95407056,1051537,28.20275403,1.102158524
United States,9/14/2022,95510712,1052510,28.23339521,1.101981106
United States,9/15/2022,95594080,1053181,28.25803917,1.101721989
United States,9/16/2022,95650320,1053613,28.27466396,1.10152585
United States,9/17/2022,95658856,1053647,28.27718724,1.101463099
United States,9/18/2022,95664312,1053669,28.27880006,1.101423277
United States,9/19/2022,95720112,1054067,28.29529479,1.101196998
United States,9/20/2022,95789408,1054506,28.315779,1.100858667
United States,9/21/2022,95887840,1055499,28.34487594,1.100764184
United States,9/22/2022,95968832,1056162,28.36881754,1.100526054
United States,9/23/2022,96052128,1056589,28.39344021,1.100016233
United States,9/24/2022,96061856,1056641,28.39631585,1.099958968
United States,9/25/2022,96068560,1056659,28.39829758,1.099900946
United States,9/26/2022,96114160,1057029,28.41177715,1.099764072
United States,9/27/2022,96175168,1057477,28.42981139,1.099532262
United States,9/28/2022,96262008,1058781,28.45548168,1.099894987
United States,9/29/2022,96346384,1059474,28.4804236,1.099651026
United States,9/30/2022,96379784,1059791,28.49029679,1.099598854
United States,10/1/2022,96387680,1059826,28.49263089,1.099545087
United States,10/2/2022,96393432,1059841,28.4943312,1.099495036
United States,10/3/2022,96434720,1060134,28.50653612,1.099328126
United States,10/4/2022,96489920,1060639,28.52285349,1.099222592
United States,10/5/2022,96561176,1061705,28.54391708,1.099515399
United States,10/6/2022,96621920,1062290,28.56187328,1.099429612
United States,10/7/2022,96680128,1062690,28.57907983,1.099181416
United States,10/8/2022,96687848,1062740,28.5813619,1.099145365
United States,10/9/2022,96693360,1062751,28.58299127,1.099094085
United States,10/10/2022,96716304,1062887,28.58977362,1.098973964
United States,10/11/2022,96776992,1063496,28.60771326,1.098914089
United States,10/12/2022,96841616,1064265,28.62681641,1.098974846
United States,10/13/2022,96904968,1064925,28.64554354,1.098937466
United States,10/14/2022,96931880,1065188,28.65349885,1.098903684
United States,10/15/2022,96937856,1065230,28.65526538,1.098879265
United States,10/16/2022,96944544,1065240,28.65724239,1.098813771
United States,10/17/2022,96983328,1065575,28.66870711,1.098719772
United States,10/18/2022,97026848,1066011,28.68157182,1.098676317
United States,10/19/2022,97088192,1066768,28.69970538,1.098761835
United States,10/20/2022,97145336,1067326,28.7165974,1.098689905
United States,10/21/2022,97191288,1067904,28.73018102,1.098765149
United States,10/22/2022,97196664,1067927,28.73177019,1.098728039
United States,10/23/2022,97205176,1067937,28.73428637,1.098642113
United States,10/24/2022,97244352,1068144,28.74586698,1.098412379
United States,10/25/2022,97287968,1068578,28.75876006,1.098366038
United States,10/26/2022,97359440,1069712,28.77988751,1.098724479
United States,10/27/2022,97418512,1070265,28.79734945,1.098625896
United States,10/28/2022,97448688,1070455,28.80626962,1.098480669
United States,10/29/2022,97457680,1070489,28.80892769,1.098414204
United States,10/30/2022,97460952,1070494,28.80989491,1.098382458
United States,10/31/2022,97505664,1070622,28.82311198,1.09801006
United States,11/1/2022,97554392,1071058,28.83751619,1.097908539
United States,11/2/2022,97628280,1071826,28.85935782,1.097864266
United States,11/3/2022,97698728,1072413,28.88018256,1.097673452
United States,11/4/2022,97737160,1072761,28.89154323,1.097597884
United States,11/5/2022,97742256,1072786,28.89304963,1.097566236
United States,11/6/2022,97750168,1072801,28.89538846,1.097492743
United States,11/7/2022,97790464,1072933,28.90730013,1.097175487
United States,11/8/2022,97821592,1073147,28.91650171,1.097045119
United States,11/9/2022,97918656,1074106,28.94519427,1.096937033
United States,11/10/2022,97984544,1074623,28.96467105,1.096727051
United States,11/11/2022,97997392,1074664,28.96846898,1.096625102
United States,11/12/2022,98002416,1074656,28.9699541,1.096560722
United States,11/13/2022,98004768,1074657,28.97064936,1.096535426
United States,11/14/2022,98054656,1074898,28.98539648,1.096223314
United States,11/15/2022,98114048,1075285,29.00295302,1.09595417
United States,11/16/2022,98198328,1076130,29.02786656,1.095874056
United States,11/17/2022,98251816,1076549,29.04367786,1.095703921
United States,11/18/2022,98306864,1077079,29.05995029,1.095629497
United States,11/19/2022,98311464,1077090,29.06131007,1.095589422
United States,11/20/2022,98314736,1077090,29.06227729,1.09555296
United States,11/21/2022,98357288,1077284,29.07485585,1.095276234
United States,11/22/2022,98411584,1077836,29.090906,1.095232854
United States,11/23/2022,98522968,1078929,29.12383161,1.095104037
United States,11/24/2022,98538384,1079052,29.12838864,1.095057536
United States,11/25/2022,98562304,1079196,29.1354595,1.094937878
United States,11/26/2022,98564496,1079197,29.13610747,1.094914542
United States,11/27/2022,98568848,1079197,29.13739394,1.0948662
United States,11/28/2022,98628568,1079477,29.15504744,1.094487147
